,id_orig,id_dest,distance_m,county,address,dest_lat,dest_lon,orig_lat,orig_lon,location_type,dest_type,population,hispanic,non-hispanic,white,black,native,asian,pacific_islander,other,multiple_races,Weighted_dist,KP_factor,new_location,matching
100,131350501051015,Bogan Park Community Recreation Center,3965.145154076966,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1318404,-83.9977936,EV_2022_2020,polling,1,0,1,0,0,0,0,0,0,1,3965.145154076966,4.118034292563087,0,1.0
109,131350501051016,Bogan Park Community Recreation Center,3865.682251619193,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.129924,-83.9985873,EV_2022_2020,polling,9,2,7,4,2,1,1,0,1,0,34791.140264572736,3.97439373597122,0,1.0
118,131350501051018,Bogan Park Community Recreation Center,3664.4078361041184,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1246613,-84.0009496,EV_2022_2020,polling,11,0,11,3,7,0,1,0,0,0,40308.4861971453,3.6988665420002635,0,1.0
127,131350501051019,Bogan Park Community Recreation Center,3425.2190844985694,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1244764,-83.9979069,EV_2022_2020,polling,27,1,26,17,9,0,0,0,0,1,92480.91528146138,3.396165359942598,0,1.0
136,131350501051020,Bogan Park Community Recreation Center,3454.068152494356,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1268332,-83.9959542,EV_2022_2020,polling,49,4,45,4,38,0,3,0,2,2,169249.33947222345,3.4313190881387765,0,1.0
145,131350501051021,Bogan Park Community Recreation Center,3433.950422196972,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1217916,-84.0002048,EV_2022_2020,polling,7,0,7,7,0,0,0,0,0,0,24037.652955378802,3.4067666639073377,0,1.0
154,131350501051022,Bogan Park Community Recreation Center,3554.5132673322123,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1228934,-84.0009257,EV_2022_2020,polling,10,5,5,5,1,0,0,0,1,3,35545.13267332212,3.556578847413487,0,1.0
163,131350501051024,Bogan Park Community Recreation Center,2805.0267005416063,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1198956,-83.9935736,EV_2022_2020,polling,172,62,110,89,32,0,8,0,27,16,482464.59249315626,2.7217269066416008,0,1.0
172,131350501051025,Bogan Park Community Recreation Center,3062.0545608791963,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.120234,-83.9966217,EV_2022_2020,polling,3,1,2,0,2,0,0,0,0,1,9186.163682637589,2.9832514368693586,0,1.0
181,131350501051026,Bogan Park Community Recreation Center,2955.9119435818143,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1187078,-83.9963551,EV_2022_2020,polling,17,2,15,10,3,0,2,0,2,0,50250.50304089084,2.872336240179009,0,1.0
190,131350501051027,Bogan Park Community Recreation Center,3093.6567305213352,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1198826,-83.9972728,EV_2022_2020,polling,10,0,10,9,1,0,0,0,0,0,30936.567305213353,3.0170946286482883,0,1.0
199,131350501051028,Bogan Park Community Recreation Center,2820.296796618109,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1208496,-83.9929742,EV_2022_2020,polling,12,2,10,0,10,0,0,0,0,2,33843.56155941731,2.736602804287778,0,1.0
208,131350501051029,Bogan Park Community Recreation Center,2932.151388843283,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1215883,-83.9938268,EV_2022_2020,polling,7,0,7,0,7,0,0,0,0,0,20525.05972190298,2.848077728488162,0,1.0
217,131350501051030,Bogan Park Community Recreation Center,3095.259212534912,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1231261,-83.9946393,EV_2022_2020,polling,21,9,12,0,12,0,0,0,3,6,65000.443463233154,3.0188209396148493,0,1.0
226,131350501051031,Bogan Park Community Recreation Center,2764.280158042574,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1211548,-83.9919367,EV_2022_2020,polling,22,5,17,1,17,0,0,0,0,4,60814.16347693663,2.6824268186370457,0,1.0
235,131350501051032,Bogan Park Community Recreation Center,2731.001478975795,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1167698,-83.9948187,EV_2022_2020,polling,72,35,37,33,4,3,1,0,20,11,196632.10648625725,2.6507508614759567,0,1.0
244,131350501051033,Bogan Park Community Recreation Center,3021.233885935117,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1182799,-83.9974311,EV_2022_2020,polling,24,5,19,17,2,0,0,0,3,2,72509.61326244281,2.9400972914584966,0,1.0
253,131350501051034,Bogan Park Community Recreation Center,3235.535101007933,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1199092,-83.9990236,EV_2022_2020,polling,25,9,16,13,4,0,2,0,1,5,80888.37752519833,3.1738280015178613,0,1.0
262,131350501051035,Bogan Park Community Recreation Center,3324.660249466136,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1208899,-83.999468,EV_2022_2020,polling,23,4,19,11,5,0,2,0,3,2,76467.18573772113,3.2764222284936713,0,1.0
271,131350501052000,Bogan Park Community Recreation Center,2909.9152550413096,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1276424,-83.9505545,EV_2022_2020,polling,10,9,1,6,1,0,0,0,2,1,29099.152550413095,2.825561201013802,0,1.0
280,131350501052001,Bogan Park Community Recreation Center,2797.051725999785,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1276383,-83.9528501,EV_2022_2020,polling,100,9,91,28,22,0,41,0,0,9,279705.1725999785,2.713989978516583,0,1.0
289,131350501052002,Bogan Park Community Recreation Center,2849.234883023387,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1290517,-83.9548604,EV_2022_2020,polling,17,3,14,8,2,0,3,0,0,4,48436.99301139758,2.765017254919502,0,1.0
298,131350501052003,Bogan Park Community Recreation Center,2673.2559990290297,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1273885,-83.9551064,EV_2022_2020,polling,17,5,12,8,2,3,2,0,1,1,45445.35198349351,2.596671523796846,0,1.0
307,131350501052004,Bogan Park Community Recreation Center,2724.477309736687,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1286697,-83.9571795,EV_2022_2020,polling,70,9,61,29,12,0,18,0,3,8,190713.41168156808,2.644584893772814,0,1.0
316,131350501052005,Bogan Park Community Recreation Center,2512.5686325454635,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1275539,-83.9602805,EV_2022_2020,polling,189,27,162,56,53,0,56,0,11,13,474875.47155109263,2.4519224301108546,0,1.0
325,131350501052011,Bogan Park Community Recreation Center,2121.362029946581,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1234917,-83.9772024,EV_2022_2020,polling,294,171,123,120,35,2,2,1,89,45,623680.4368042948,2.1323602639092614,0,1.0
334,131350501052012,Bogan Park Community Recreation Center,1858.1875977352145,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1215465,-83.9753848,EV_2022_2020,polling,150,109,41,54,11,6,0,0,56,23,278728.1396602822,1.9411647988330276,0,1.0
343,131350501052013,Bogan Park Community Recreation Center,2030.0849316944505,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1229257,-83.976254,EV_2022_2020,polling,83,30,53,40,17,2,1,0,13,10,168497.0493306394,2.0640038464249986,0,1.0
352,131350501052014,Bogan Park Community Recreation Center,1983.2035435912144,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1221581,-83.9771371,EV_2022_2020,polling,57,36,21,6,14,2,1,0,24,10,113042.60198469921,2.029751139787512,0,1.0
361,131350501052016,Bogan Park Community Recreation Center,2895.723604578372,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1307844,-83.9775903,EV_2022_2020,polling,6,2,4,0,0,0,0,0,1,5,17374.341627470232,2.8112837464201954,0,1.0
370,131350501052019,Bogan Park Community Recreation Center,1609.2273520758852,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1150601,-83.9817619,EV_2022_2020,polling,7,6,1,0,0,1,1,0,0,5,11264.591464531197,1.776101429530198,0,1.0
379,131350501052022,Bogan Park Community Recreation Center,1743.1918199259492,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1202261,-83.9759702,EV_2022_2020,polling,38,17,21,16,12,4,0,0,6,0,66241.28915718607,1.8630966294353886,0,1.0
388,131350501052024,Bogan Park Community Recreation Center,1098.771736872815,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1157936,-83.9689176,EV_2022_2020,polling,284,22,262,101,90,0,68,0,14,11,312051.17327187944,1.4802505822132963,0,1.0
397,131350501052025,Bogan Park Community Recreation Center,911.9934930667888,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1141299,-83.96841,EV_2022_2020,polling,2,1,1,0,1,0,0,0,0,1,1823.9869861335776,1.3847783257984383,0,1.0
406,131350501052026,Bogan Park Community Recreation Center,1874.709359871277,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.122631,-83.965413,EV_2022_2020,polling,21,2,19,17,0,0,0,0,0,4,39368.896557296815,1.9526466720814164,0,1.0
415,131350501052027,Bogan Park Community Recreation Center,1509.066644231232,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1192691,-83.9651805,EV_2022_2020,polling,15,3,12,9,2,0,0,0,2,2,22635.99966346848,1.7137225780720233,0,1.0
424,131350501052029,Bogan Park Community Recreation Center,655.6901191770596,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.110036,-83.9733116,EV_2022_2020,polling,268,32,236,191,27,4,17,0,17,12,175724.95193945197,1.2637095222267667,0,1.0
433,131350501052030,Bogan Park Community Recreation Center,790.7216986681185,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.112885,-83.9699898,EV_2022_2020,polling,1,0,1,0,0,0,0,0,0,1,790.7216986681185,1.326112294581035,0,1.0
442,131350501052031,Bogan Park Community Recreation Center,956.9348672408096,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1085165,-83.9781132,EV_2022_2020,polling,25,12,13,10,0,1,0,0,8,6,23923.37168102024,1.4071721084963122,0,1.0
451,131350501052032,Bogan Park Community Recreation Center,489.29092906941054,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.105554,-83.9734949,EV_2022_2020,polling,10,2,8,1,2,0,0,0,3,4,4892.909290694105,1.1908347609149483,0,1.0
460,131350501052033,Bogan Park Community Recreation Center,760.4356063752249,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.108119,-83.9760249,EV_2022_2020,polling,14,4,10,6,0,0,0,0,4,4,10646.098489253149,1.3118532361156108,0,1.0
469,131350501052036,Bogan Park Community Recreation Center,1716.7983502763698,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1083073,-83.9866246,EV_2022_2020,polling,25,1,24,21,0,0,4,0,0,0,42919.95875690925,1.8456263284363765,0,1.0
478,131350501053003,Bogan Park Community Recreation Center,3494.9367760332125,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1208818,-84.0015924,EV_2022_2020,polling,28,2,26,5,15,1,2,0,0,5,97858.22972892995,3.4817428775197814,0,1.0
487,131350501053004,Bogan Park Community Recreation Center,3478.5518853259064,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1198703,-84.0020259,EV_2022_2020,polling,70,8,62,56,3,0,0,0,5,6,243498.63197281345,3.461438786072242,0,1.0
496,131350501053006,Bogan Park Community Recreation Center,3719.392976522672,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1199647,-84.0048726,EV_2022_2020,polling,4,2,2,2,0,0,0,0,0,2,14877.571906090689,3.772182021261229,0,1.0
505,131350501053008,Bogan Park Community Recreation Center,3815.370055134614,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1197939,-84.0061098,EV_2022_2020,polling,1,0,1,0,1,0,0,0,0,0,3815.370055134614,3.9036540806852553,0,1.0
514,131350501053010,Bogan Park Community Recreation Center,3907.469470701397,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1182751,-84.0079381,EV_2022_2020,polling,9,4,5,6,2,0,0,0,0,1,35167.22523631257,4.034120653224997,0,1.0
523,131350501053013,Bogan Park Community Recreation Center,4040.708500765799,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.11523,-84.0106282,EV_2022_2020,polling,13,6,7,8,0,2,0,0,3,0,52529.21050995539,4.230620208617073,0,1.0
532,131350501053014,Bogan Park Community Recreation Center,4046.9337266975062,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1165219,-84.0102551,EV_2022_2020,polling,8,0,8,8,0,0,0,0,0,0,32375.46981358005,4.240031614240955,0,1.0
541,131350501053015,Bogan Park Community Recreation Center,3971.672921465564,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1175086,-84.009011,EV_2022_2020,polling,6,2,4,4,0,0,0,0,1,1,23830.037528793382,4.127640974733447,0,1.0
550,131350501053016,Bogan Park Community Recreation Center,3884.365830467446,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1166879,-84.0083415,EV_2022_2020,polling,31,3,28,20,5,2,0,0,0,4,120415.34074449082,4.000988287803853,0,1.0
559,131350501053017,Bogan Park Community Recreation Center,3811.017850324692,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.117409,-84.0072047,EV_2022_2020,polling,17,1,16,13,3,0,0,0,1,0,64787.30345551977,3.8975943117442937,0,1.0
568,131350501053018,Bogan Park Community Recreation Center,3739.516884548561,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1181662,-84.006035,EV_2022_2020,polling,6,0,6,3,3,0,0,0,0,0,22437.101307291367,3.7993763568734353,0,1.0
577,131350501053019,Bogan Park Community Recreation Center,3687.9790642634903,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1187005,-84.0051708,EV_2022_2020,polling,3,1,2,2,0,0,0,0,1,0,11063.93719279047,3.7301195567405765,0,1.0
586,131350501053020,Bogan Park Community Recreation Center,3633.804308596342,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1192474,-84.0042449,EV_2022_2020,polling,18,1,17,14,1,0,0,0,0,3,65408.477554734156,3.6586797909485558,0,1.0
595,131350501053021,Bogan Park Community Recreation Center,3544.7969469185264,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1185183,-84.003575,EV_2022_2020,polling,10,0,10,9,0,0,0,0,0,1,35447.969469185264,3.544264991260972,0,1.0
613,131350501053024,Bogan Park Community Recreation Center,3940.961547616134,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1142753,-84.0098026,EV_2022_2020,polling,17,1,16,11,4,0,0,0,1,1,66996.34630947428,4.082638586496159,0,1.0
622,131350501053026,Bogan Park Community Recreation Center,3584.6069071107395,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1083399,-84.0070252,EV_2022_2020,polling,28,17,11,7,2,0,0,0,6,13,100368.9933991007,3.59498975531866,0,1.0
631,131350501053027,Bogan Park Community Recreation Center,3487.4994061532648,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1123505,-84.0052781,EV_2022_2020,polling,15,5,10,8,2,0,0,0,5,0,52312.49109229897,3.472511799144736,0,1.0
640,131350501053028,Bogan Park Community Recreation Center,3532.905933965201,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1135584,-84.0054513,EV_2022_2020,polling,24,0,24,18,5,0,0,0,0,1,84789.74241516482,3.5292530661843293,0,1.0
649,131350501053029,Bogan Park Community Recreation Center,3437.0533977966143,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1115359,-84.0049131,EV_2022_2020,polling,11,1,10,6,0,0,0,0,1,4,37807.587375762756,3.410542159829776,0,1.0
658,131350501053030,Bogan Park Community Recreation Center,3856.7002955056314,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1150178,-84.0086276,EV_2022_2020,polling,7,3,4,4,0,0,0,0,3,0,26996.90206853942,3.961671644457448,0,1.0
667,131350501053031,Bogan Park Community Recreation Center,3959.7572577689302,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1159634,-84.0094683,EV_2022_2020,polling,17,3,14,11,4,2,0,0,0,0,67315.87338207182,4.110121963382502,0,1.0
676,131350501053032,Bogan Park Community Recreation Center,3776.93798695742,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1157312,-84.0074799,EV_2022_2020,polling,30,4,26,27,0,0,0,0,2,1,113308.1396087226,3.85046747542555,0,1.0
685,131350501053033,Bogan Park Community Recreation Center,3701.79830668868,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1164308,-84.0063563,EV_2022_2020,polling,26,11,15,12,1,0,2,0,11,0,96246.75597390567,3.7485650934898858,0,1.0
694,131350501053034,Bogan Park Community Recreation Center,3543.1829601712225,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1167732,-84.0043893,EV_2022_2020,polling,22,9,13,18,0,0,0,0,0,4,77950.0251237669,3.542223658668461,0,1.0
703,131350501053035,Bogan Park Community Recreation Center,3606.296346407297,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1179964,-84.0045599,EV_2022_2020,polling,5,0,5,4,0,0,1,0,0,0,18031.481732036485,3.622930692464843,0,1.0
712,131350501053036,Bogan Park Community Recreation Center,3173.1166576766623,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1155285,-84.000658,EV_2022_2020,polling,11,2,9,5,5,0,0,0,0,1,34904.28323444328,3.1038953710859136,0,1.0
721,131350501053037,Bogan Park Community Recreation Center,3099.5150640180245,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1137625,-84.00051,EV_2022_2020,polling,22,5,17,7,8,0,2,0,4,1,68189.33140839654,3.0234104510334707,0,1.0
730,131350501053038,Bogan Park Community Recreation Center,3245.942263562904,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1174298,-84.0006065,EV_2022_2020,polling,55,2,53,50,2,0,0,0,2,1,178526.8244959597,3.1856403260112685,0,1.0
739,131350501053039,Bogan Park Community Recreation Center,3299.8516532682665,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1194585,-84.0001025,EV_2022_2020,polling,24,4,20,15,0,1,1,0,3,4,79196.4396784384,3.247535840867676,0,1.0
748,131350501053040,Bogan Park Community Recreation Center,3190.331644165124,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1184243,-83.9993954,EV_2022_2020,polling,15,2,13,15,0,0,0,0,0,0,47854.97466247686,3.1230274217399483,0,1.0
757,131350501053041,Bogan Park Community Recreation Center,3045.490942326838,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1170769,-83.9984166,EV_2022_2020,polling,25,1,24,21,1,0,3,0,0,0,76137.27355817096,2.96566513372224,0,1.0
766,131350501053042,Bogan Park Community Recreation Center,2847.031430813095,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.114771,-83.9972221,EV_2022_2020,polling,6,2,4,3,0,1,0,0,1,1,17082.18858487857,2.762843335627197,0,1.0
775,131350501053043,Bogan Park Community Recreation Center,2955.66278169337,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1104993,-83.9998254,EV_2022_2020,polling,2,0,2,0,0,0,2,0,0,0,5911.32556338674,2.872080787597475,0,1.0
784,131350501053044,Bogan Park Community Recreation Center,3070.4044380654605,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1114157,-84.000885,EV_2022_2020,polling,83,5,78,30,6,0,42,0,2,3,254843.5683594332,2.9921563571717287,0,1.0
793,131350501053045,Bogan Park Community Recreation Center,3281.843852279731,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1138984,-84.0025231,EV_2022_2020,polling,102,23,79,60,20,2,0,0,13,7,334748.0729325326,3.226727747612657,0,1.0
802,131350501053046,Bogan Park Community Recreation Center,3369.11303338234,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.114572,-84.0032748,EV_2022_2020,polling,18,6,12,12,0,0,0,0,6,0,60644.034600882114,3.328825899379045,0,1.0
811,131350501053047,Bogan Park Community Recreation Center,3574.519274354572,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1153818,-84.00531,EV_2022_2020,polling,19,7,12,8,4,0,0,0,0,7,67915.86621273687,3.582068105630268,0,1.0
820,131350501053048,Bogan Park Community Recreation Center,3689.2429363518095,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1148926,-84.0067824,EV_2022_2020,polling,20,9,11,12,0,0,3,0,4,1,73784.85872703619,3.731802759988371,0,1.0
829,131350501053049,Bogan Park Community Recreation Center,3604.418003514739,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1143594,-84.0060038,EV_2022_2020,polling,18,4,14,14,0,0,0,0,3,1,64879.52406326531,3.620502394176977,0,1.0
838,131350501053050,Bogan Park Community Recreation Center,3456.255369712929,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1141506,-84.0044046,EV_2022_2020,polling,22,13,9,4,8,0,0,0,6,4,76037.61813368445,3.433999091171002,0,1.0
847,131350501053051,Bogan Park Community Recreation Center,3374.7582681168674,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1119579,-84.0041254,EV_2022_2020,polling,44,21,23,31,4,0,1,0,4,4,148489.36379714217,3.335540550443858,0,1.0
856,131350501053055,Bogan Park Community Recreation Center,4273.255433217603,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.098461,-84.0137262,EV_2022_2020,polling,5,0,5,4,1,0,0,0,0,0,21366.277166088017,4.596785478428899,0,1.0
910,131350501053064,Bogan Park Community Recreation Center,3139.567737108178,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1132444,-84.0011372,EV_2022_2020,polling,36,0,36,20,16,0,0,0,0,0,113024.4385358944,3.0669465569489005,0,1.0
919,131350501053069,Bogan Park Community Recreation Center,3817.9019328237423,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1188745,-84.0066106,EV_2022_2020,polling,2,0,2,0,0,0,0,0,0,2,7635.803865647485,3.907183660684598,0,1.0
928,131350501101001,Bogan Park Community Recreation Center,4461.648745393893,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1398777,-83.9940384,EV_2022_2020,polling,27,0,27,18,6,1,0,0,0,2,120464.5161256351,4.916540183537294,0,1.0
937,131350501101002,Bogan Park Community Recreation Center,4517.223275582624,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1383668,-83.9977441,EV_2022_2020,polling,4,0,4,4,0,0,0,0,0,0,18068.893102330498,5.015046233706843,0,1.0
946,131350501101003,Bogan Park Community Recreation Center,4655.100516903214,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.141824,-83.9942274,EV_2022_2020,polling,18,4,14,13,0,0,0,0,0,5,83791.80930425785,5.268040784875275,0,1.0
955,131350501101004,Bogan Park Community Recreation Center,4790.576951119467,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1423965,-83.9959129,EV_2022_2020,polling,8,4,4,0,2,0,2,0,1,3,38324.61560895573,5.529057862852989,0,1.0
964,131350501101005,Bogan Park Community Recreation Center,4999.653832322054,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1412289,-84.0018428,EV_2022_2020,polling,31,0,31,31,0,0,0,0,0,0,154989.26880198368,5.957484578821435,0,1.0
973,131350501101007,Bogan Park Community Recreation Center,5127.64195235666,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1400426,-84.0056826,EV_2022_2020,polling,9,3,6,1,0,0,3,0,0,5,46148.77757120994,6.235970756265233,0,1.0
1036,131350501101015,Bogan Park Community Recreation Center,4552.442777249943,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1388853,-83.9975442,EV_2022_2020,polling,3,1,2,0,2,0,0,0,1,0,13657.328331749828,5.078492146068609,0,1.0
1045,131350501101017,Bogan Park Community Recreation Center,4605.537261296822,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1361486,-84.0024155,EV_2022_2020,polling,8,0,8,7,0,0,0,0,0,1,36844.29809037458,5.175659158195057,0,1.0
